auctionId,auctionSeason,auctionNumber,trentName,trentPrice,Item,Price,Category
202314,2023,14,10x Darkwood Planks #2,$14.00,Darkwood Plank,$1.40,Trade 1
202314,2023,14,10x Darkwood Planks #3,$15.00,Darkwood Plank,$1.50,Trade 1
202314,2023,14,10x Darkwood Planks #4,$14.00,Darkwood Plank,$1.40,Trade 1
202314,2023,14,10x Darkwood Planks #5,$14.00,Darkwood Plank,$1.40,Trade 1
202314,2023,14,10x Darkwood Planks #6,$15.00,Darkwood Plank,$1.50,Trade 1
202314,2023,14,10x Darkwood Planks #7,$14.75,Darkwood Plank,$1.48,Trade 1
202314,2023,14,10x Darkwood Planks #8,$15.00,Darkwood Plank,$1.50,Trade 1
202314,2023,14,10x Darkwood Planks #9,$15.00,Darkwood Plank,$1.50,Trade 1
202314,2023,14,10x Dwarven Steels #1,$42.00,Dwarven Steel,$4.20,Trade 1
202314,2023,14,10x Dwarven Steels #2,$46.00,Dwarven Steel,$4.60,Trade 1
202314,2023,14,10x Dwarven Steels #3,$31.00,Dwarven Steel,$3.10,Trade 1
202314,2023,14,10x Dwarven Steels #4,$43.00,Dwarven Steel,$4.30,Trade 1
202314,2023,14,10x Dwarven Steels #5,$46.00,Dwarven Steel,$4.60,Trade 1
202314,2023,14,10x Dwarven Steels #6,$40.00,Dwarven Steel,$4.00,Trade 1
202314,2023,14,10x Enchanter's Munitions #1,$26.00,Enchanter's Munition,$2.60,Trade 1
202314,2023,14,10x Enchanter's Munitions #2,$20.00,Enchanter's Munition,$2.00,Trade 1
202314,2023,14,10x Minotaur Hides #1,$38.00,Minotaur Hide,$3.80,Trade 1
202314,2023,14,10x Minotaur Hides #2,$50.25,Minotaur Hide,$5.03,Trade 1
202314,2023,14,10x Minotaur Hides #3,$38.00,Minotaur Hide,$3.80,Trade 1
202314,2023,14,10x Minotaur Hides #4,$38.00,Minotaur Hide,$3.80,Trade 1
202314,2023,14,10x Mystic Silks #1,$14.75,Mystic Silk,$1.48,Trade 1
202314,2023,14,10x Mystic Silks #10,$15.00,Mystic Silk,$1.50,Trade 1
202314,2023,14,10x Mystic Silks #11,$15.00,Mystic Silk,$1.50,Trade 1
202314,2023,14,10x Mystic Silks #2,$15.00,Mystic Silk,$1.50,Trade 1
202314,2023,14,10x Mystic Silks #3,$14.00,Mystic Silk,$1.40,Trade 1
202314,2023,14,10x Mystic Silks #4,$14.00,Mystic Silk,$1.40,Trade 1
202314,2023,14,10x Mystic Silks #5,$15.00,Mystic Silk,$1.50,Trade 1
202314,2023,14,10x Mystic Silks #6,$14.00,Mystic Silk,$1.40,Trade 1
202314,2023,14,10x Mystic Silks #7,$14.00,Mystic Silk,$1.40,Trade 1
202314,2023,14,10x Mystic Silks #8,$14.00,Mystic Silk,$1.40,Trade 1
202314,2023,14,10x Mystic Silks #9,$15.00,Mystic Silk,$1.50,Trade 1
202314,2023,14,10x Philosopher's Stones #1,$16.00,Philosopher's Stone,$1.60,Trade 1
202314,2023,14,10x Philosopher's Stones #10,$21.00,Philosopher's Stone,$2.10,Trade 1
202314,2023,14,10x Philosopher's Stones #2,$15.25,Philosopher's Stone,$1.53,Trade 1
202314,2023,14,10x Philosopher's Stones #3,$15.00,Philosopher's Stone,$1.50,Trade 1
202314,2023,14,10x Philosopher's Stones #4,$15.00,Philosopher's Stone,$1.50,Trade 1
202314,2023,14,10x Philosopher's Stones #5,$16.00,Philosopher's Stone,$1.60,Trade 1
202314,2023,14,10x Philosopher's Stones #6,$15.00,Philosopher's Stone,$1.50,Trade 1
202314,2023,14,10x Philosopher's Stones #7,$15.00,Philosopher's Stone,$1.50,Trade 1
202314,2023,14,10x Philosopher's Stones #8,$16.00,Philosopher's Stone,$1.60,Trade 1
202314,2023,14,10x Philosopher's Stones #9,$18.00,Philosopher's Stone,$1.80,Trade 1
202314,2023,14,2023 Patron Lapel Pin and Patron Code,$480.00,Patron Pin,$480.00,Premium
202314,2023,14,3X Treasure Chips #1,$10.25,Treasure Chip,$3.42,Preorder
202314,2023,14,3X Treasure Chips #10,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #11,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #12,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #13,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #14,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #15,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #16,$9.25,Treasure Chip,$3.08,Preorder
202314,2023,14,3X Treasure Chips #2,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #3,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #4,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #5,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #6,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #7,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #8,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,3X Treasure Chips #9,$8.75,Treasure Chip,$2.92,Preorder
202314,2023,14,Adventurers' Guild Button and VTD Code #1,$15.00,Adventurers' Guild Button,$15.00,Bonus
202314,2023,14,Adventurers' Guild Button and VTD Code #2,$11.00,Adventurers' Guild Button,$11.00,Bonus
202314,2023,14,Adventurers' Guild Button and VTD Code #3,$10.00,Adventurers' Guild Button,$10.00,Bonus
202314,2023,14,Adventurers' Guild Button and VTD Code #4,$10.25,Adventurers' Guild Button,$10.25,Bonus
202314,2023,14,Alchemist's Ink (1 Token),$8.25,Alchemist's Ink,$8.25,Trade 1
202314,2023,14,Alchemist's Parchment (3 Tokens),$3.00,Alchemist's Parchment,$1.00,Trade 1
202314,2023,14,Amulet of Magnifying #4,$0.25,3 Star,$0.25,Bonus
202314,2023,14,Aragonite #1,$10.25,Aragonite,$10.25,Trade 2
202314,2023,14,Aragonite #10,$8.25,Aragonite,$8.25,Trade 2
202314,2023,14,Aragonite #11,$8.50,Aragonite,$8.50,Trade 2
202314,2023,14,Aragonite #12,$8.75,Aragonite,$8.75,Trade 2
202314,2023,14,Aragonite #2,$11.00,Aragonite,$11.00,Trade 2
202314,2023,14,Aragonite #3,$8.25,Aragonite,$8.25,Trade 2
202314,2023,14,Aragonite #4,$8.25,Aragonite,$8.25,Trade 2
202314,2023,14,Aragonite #5,$8.50,Aragonite,$8.50,Trade 2
202314,2023,14,Aragonite #6,$8.50,Aragonite,$8.50,Trade 2
202314,2023,14,Aragonite #7,$8.50,Aragonite,$8.50,Trade 2
202314,2023,14,Aragonite #8,$8.50,Aragonite,$8.50,Trade 2
202314,2023,14,Aragonite #9,$8.25,Aragonite,$8.25,Trade 2
202314,2023,14,Darkwood Plank (7 Tokens),$10.00,Darkwood Plank,$1.43,Trade 1
202314,2023,14,Dwarven Steel (4 Tokens),$15.00,Dwarven Steel,$3.75,Trade 1
202314,2023,14,Elven Bismuth #1,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Elven Bismuth #10,$5.25,Elven Bismuth,$5.25,Trade 2
202314,2023,14,Elven Bismuth #11,$5.25,Elven Bismuth,$5.25,Trade 2
202314,2023,14,Elven Bismuth #12,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Elven Bismuth #13,$5.25,Elven Bismuth,$5.25,Trade 2
202314,2023,14,Elven Bismuth #14,$5.50,Elven Bismuth,$5.50,Trade 2
202314,2023,14,Elven Bismuth #2,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Elven Bismuth #3,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Elven Bismuth #4,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Elven Bismuth #5,$6.00,Elven Bismuth,$6.00,Trade 2
202314,2023,14,Elven Bismuth #6,$5.25,Elven Bismuth,$5.25,Trade 2
202314,2023,14,Elven Bismuth #7,$5.25,Elven Bismuth,$5.25,Trade 2
202314,2023,14,Elven Bismuth #8,$6.00,Elven Bismuth,$6.00,Trade 2
202314,2023,14,Elven Bismuth #9,$6.25,Elven Bismuth,$6.25,Trade 2
202314,2023,14,Gib Gub's Handy Acorn #1,$1.25,Preorder Bonus,$1.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #10,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #11,$0.50,Preorder Bonus,$0.50,Preorder
202314,2023,14,Gib Gub's Handy Acorn #12,$0.50,Preorder Bonus,$0.50,Preorder
202314,2023,14,Gib Gub's Handy Acorn #13,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #14,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #15,$0.50,Preorder Bonus,$0.50,Preorder
202314,2023,14,Gib Gub's Handy Acorn #16,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #17,$0.50,Preorder Bonus,$0.50,Preorder
202314,2023,14,Gib Gub's Handy Acorn #18,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #19,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #2,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #20,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #21,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #22,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #23,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #24,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #25,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #26,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #29,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #3,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #30,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #31,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #32,$0.50,Preorder Bonus,$0.50,Preorder
202314,2023,14,Gib Gub's Handy Acorn #4,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #5,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #6,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #7,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #8,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Gib Gub's Handy Acorn #9,$0.25,Preorder Bonus,$0.25,Preorder
202314,2023,14,Grunnel's +2 Pointy Stick #1,$7.75,2k Bonus,$7.75,Premium
202314,2023,14,Grunnel's +2 Pointy Stick #2,$7.00,2k Bonus,$7.00,Premium
202314,2023,14,Grunnel's +2 Pointy Stick #3,$7.25,2k Bonus,$7.25,Premium
202314,2023,14,Grunnel's +2 Pointy Stick #4,$15.00,2k Bonus,$15.00,Premium
202314,2023,14,Minotaur Hide (8 Tokens),$31.00,Minotaur Hide,$3.88,Trade 1
202314,2023,14,Mystic Silk (7 Tokens),$9.75,Mystic Silk,$1.39,Trade 1
202314,2023,14,Oil of Enchantment #1,$7.00,Oil of Enchantment,$7.00,Trade 2
202314,2023,14,Oil of Enchantment #10,$6.25,Oil of Enchantment,$6.25,Trade 2
202314,2023,14,Oil of Enchantment #2,$6.25,Oil of Enchantment,$6.25,Trade 2
202314,2023,14,Oil of Enchantment #3,$6.25,Oil of Enchantment,$6.25,Trade 2
202314,2023,14,Oil of Enchantment #4,$6.25,Oil of Enchantment,$6.25,Trade 2
202314,2023,14,Oil of Enchantment #5,$7.00,Oil of Enchantment,$7.00,Trade 2
202314,2023,14,Oil of Enchantment #6,$5.25,Oil of Enchantment,$5.25,Trade 2
202314,2023,14,Oil of Enchantment #7,$5.25,Oil of Enchantment,$5.25,Trade 2
202314,2023,14,Oil of Enchantment #8,$5.25,Oil of Enchantment,$5.25,Trade 2
202314,2023,14,Oil of Enchantment #9,$6.25,Oil of Enchantment,$6.25,Trade 2
202314,2023,14,Philosopher's Stone (5 Tokens),$5.00,Philosopher's Stone,$1.00,Trade 1
202314,2023,14,Potion Healer's Rum #1,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #10,$0.75,PCH,$0.75,Bonus
202314,2023,14,Potion Healer's Rum #11,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #12,$0.75,PCH,$0.75,Bonus
202314,2023,14,Potion Healer's Rum #13,$0.75,PCH,$0.75,Bonus
202314,2023,14,Potion Healer's Rum #14,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #15,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #16,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #2,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #3,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #4,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #5,$1.25,PCH,$1.25,Bonus
202314,2023,14,Potion Healer's Rum #6,$0.75,PCH,$0.75,Bonus
202314,2023,14,Potion Healer's Rum #7,$0.75,PCH,$0.75,Bonus
202314,2023,14,Potion Healer's Rum #8,$1.00,PCH,$1.00,Bonus
202314,2023,14,Potion Healer's Rum #9,$1.00,PCH,$1.00,Bonus
202314,2023,14,Ring of the 4th Circle #1,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #2,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #3,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #4,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #5,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #6,$90.00,1k Bonus,$90.00,Premium
202314,2023,14,Ring of the 4th Circle #7,$95.00,1k Bonus,$95.00,Premium
202314,2023,14,Ring of the 4th Circle #8,$115.00,1k Bonus,$115.00,Premium
202314,2023,14,Ultra Rare PYP #1,$94.00,Ultra Rare,$94.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #10,$90.00,Ultra Rare,$90.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #11,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #12,$90.00,Ultra Rare,$90.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #13,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #14,$98.00,Ultra Rare,$98.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #15,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #16,$95.01,Ultra Rare,$95.01,Ultra Rare
202314,2023,14,Ultra Rare PYP #17,$91.00,Ultra Rare,$91.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #18,$95.01,Ultra Rare,$95.01,Ultra Rare
202314,2023,14,Ultra Rare PYP #19,$90.00,Ultra Rare,$90.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #2,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #20,$93.25,Ultra Rare,$93.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #21,$93.25,Ultra Rare,$93.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #22,$93.25,Ultra Rare,$93.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #23,$90.25,Ultra Rare,$90.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #24,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #25,$93.25,Ultra Rare,$93.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #26,$93.25,Ultra Rare,$93.25,Ultra Rare
202314,2023,14,Ultra Rare PYP #27,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #28,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #29,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #3,$98.00,Ultra Rare,$98.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #30,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #31,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #32,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #33,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #34,$97.00,Ultra Rare,$97.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #4,$96.00,Ultra Rare,$96.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #5,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #6,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #7,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #8,$95.00,Ultra Rare,$95.00,Ultra Rare
202314,2023,14,Ultra Rare PYP #9,$91.00,Ultra Rare,$91.00,Ultra Rare
202314,2023,14,Wish Ring,$201.00,Wish Ring,$201.00,Premium
202316,2023,16,"1,000 GP Gold Bar x 4 #1 (4 Tokens)",$51.00,"1,000 GP Gold Bar",$12.75,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #10 (4 Tokens)",$48.00,"1,000 GP Gold Bar",$12.00,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #11 (4 Tokens)",$49.00,"1,000 GP Gold Bar",$12.25,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #2 (4 Tokens)",$49.00,"1,000 GP Gold Bar",$12.25,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #3 (4 Tokens)",$47.00,"1,000 GP Gold Bar",$11.75,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #4 (4 Tokens)",$47.00,"1,000 GP Gold Bar",$11.75,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #5 (4 Tokens)",$49.00,"1,000 GP Gold Bar",$12.25,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #6 (4 Tokens)",$49.00,"1,000 GP Gold Bar",$12.25,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #7 (4 Tokens)",$51.00,"1,000 GP Gold Bar",$12.75,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #8 (4 Tokens)",$51.00,"1,000 GP Gold Bar",$12.75,Trade 2
202316,2023,16,"1,000 GP Gold Bar x 4 #9 (4 Tokens)",$49.00,"1,000 GP Gold Bar",$12.25,Trade 2
202316,2023,16,10x Alchemist's Inks #1,$32.00,Alchemist's Ink,$3.20,Trade 1
202316,2023,16,10x Alchemist's Inks #2,$31.00,Alchemist's Ink,$3.10,Trade 1
202316,2023,16,10x Alchemist's Inks #3,$33.00,Alchemist's Ink,$3.30,Trade 1
202316,2023,16,10x Alchemist's Inks #4,$33.00,Alchemist's Ink,$3.30,Trade 1
202316,2023,16,10x Alchemist's Inks #5,$41.00,Alchemist's Ink,$4.10,Trade 1
202316,2023,16,10x Alchemist's Parchments #1,$14.25,Alchemist's Parchment,$1.43,Trade 1
202316,2023,16,10x Alchemist's Parchments #2,$14.01,Alchemist's Parchment,$1.40,Trade 1
202316,2023,16,10x Alchemist's Parchments #3,$14.01,Alchemist's Parchment,$1.40,Trade 1
202316,2023,16,10x Alchemist's Parchments #4,$15.01,Alchemist's Parchment,$1.50,Trade 1
202316,2023,16,10x Alchemist's Parchments #5,$15.01,Alchemist's Parchment,$1.50,Trade 1
202316,2023,16,10x Darkwood Planks #1,$18.50,Darkwood Plank,$1.85,Trade 1
202316,2023,16,10x Darkwood Planks #10,$15.75,Darkwood Plank,$1.58,Trade 1
202316,2023,16,10x Darkwood Planks #2,$18.50,Darkwood Plank,$1.85,Trade 1
202316,2023,16,10x Darkwood Planks #3,$15.50,Darkwood Plank,$1.55,Trade 1
202316,2023,16,10x Darkwood Planks #4,$15.25,Darkwood Plank,$1.53,Trade 1
202316,2023,16,10x Darkwood Planks #5,$14.25,Darkwood Plank,$1.43,Trade 1
202316,2023,16,10x Darkwood Planks #6,$15.25,Darkwood Plank,$1.53,Trade 1
202316,2023,16,10x Darkwood Planks #7,$15.25,Darkwood Plank,$1.53,Trade 1
202316,2023,16,10x Darkwood Planks #8,$15.25,Darkwood Plank,$1.53,Trade 1
202316,2023,16,10x Darkwood Planks #9,$15.25,Darkwood Plank,$1.53,Trade 1
202316,2023,16,10x Dwarven Steels #1,$61.00,Dwarven Steel,$6.10,Trade 1
202316,2023,16,10x Dwarven Steels #2,$55.00,Dwarven Steel,$5.50,Trade 1
202316,2023,16,10x Dwarven Steels #3,$61.00,Dwarven Steel,$6.10,Trade 1
202316,2023,16,10x Dwarven Steels #4,$61.00,Dwarven Steel,$6.10,Trade 1
202316,2023,16,10x Dwarven Steels #5,$61.00,Dwarven Steel,$6.10,Trade 1
