auctionId,auctionSeason,auctionNumber,Item, Price ,Display Name,Category
20205,2020,5,Wish,195,Wish Ring,Premium
20206,2020,6,1k Bonus,40,6th Tooth of Cavadar,Premium
20206,2020,6,2k Bonus,11,Hitchhiking Ghost: Shog,Premium
20206,2020,6,3 Star,0.5,Lenses of the Owl,Bonus
20206,2020,6,Treasure Chip,4.67,Treasure Chip (each),Preorder
20206,2020,6,8k Bonus,465,Orb of Dragonkind (Old),Premium
20206,2020,6,Alchemist's Ink,3,Alchemist's Ink,Trade 1
20206,2020,6,Alchemist's Parchment,3.76,Alchemist's Parchment,Trade 1
20206,2020,6,Aragonite,23.5,Aragonite,Trade 2
20206,2020,6,"1,000 GP Gold Bar",13.75,"1,000 GP Gold Bar",Trade 2
20206,2020,6,Darkwood Plank,1,Darkwood Plank,Trade 1
20206,2020,6,Dwarven Steel,3,Dwarven Steel,Trade 1
20206,2020,6,Elven Bismuth,12,Elven Bismuth,Trade 2
20206,2020,6,Enchanter's Munition,2,Enchanter's Munition,Trade 1
20206,2020,6,Guild Button,3,Adventurers' Guild Button,Bonus
20206,2020,6,Minotaur Hide,1.9,Minotaur Hide,Trade 1
20206,2020,6,Mystic Silk,1.76,Mystic Silk,Trade 1
20206,2020,6,Oil of Enchantment,13,Oil of Enchantment,Trade 2
20206,2020,6,Patron Pin,60,Patron Pin,Premium
20206,2020,6,PCH,1,Potion Condensed Healing,Bonus
20206,2020,6,Philosopher's Stone,2,Philosopher's Stone,Trade 1
20206,2020,6,PYP,100,Ultra Rare,Ultra Rare
20206,2020,6,Wish,200,Wish Ring,Premium
20207,2020,7,1k Bonus,35,6th Tooth of Cavadar,Premium
20207,2020,7,2k Bonus,10.01,Hitchhiking Ghost: Shog,Premium
20207,2020,7,3 Star,0.5,Lenses of the Owl,Bonus
20207,2020,7,Treasure Chip,4.67,Treasure Chip (each),Preorder
20207,2020,7,8k Bonus,440,Orb of Dragonkind (Old),Premium
20207,2020,7,Alchemist's Ink,2.91,Alchemist's Ink,Trade 1
20207,2020,7,Alchemist's Parchment,3.77,Alchemist's Parchment,Trade 1
20207,2020,7,Aragonite,25,Aragonite,Trade 2
20207,2020,7,"1,000 GP Gold Bar",14.5,"1,000 GP Gold Bar",Trade 2
20207,2020,7,Darkwood Plank,0.8,Darkwood Plank,Trade 1
20207,2020,7,Dwarven Steel,3.1,Dwarven Steel,Trade 1
20207,2020,7,Elven Bismuth,10.01,Elven Bismuth,Trade 2
20207,2020,7,Enchanter's Munition,1.55,Enchanter's Munition,Trade 1
20207,2020,7,Guild Button,10,Adventurers' Guild Button,Bonus
20207,2020,7,Minotaur Hide,2.5,Minotaur Hide,Trade 1
20207,2020,7,Mystic Silk,1,Mystic Silk,Trade 1
20207,2020,7,Oil of Enchantment,12.01,Oil of Enchantment,Trade 2
20207,2020,7,Patron Pin,92,Patron Pin,Premium
20207,2020,7,PCH,1.25,Potion Condensed Healing,Bonus
20207,2020,7,Philosopher's Stone,1.5,Philosopher's Stone,Trade 1
20207,2020,7,PYP,105,Ultra Rare,Ultra Rare
20207,2020,7,Wish,205,Wish Ring,Premium
20208,2020,8,1k Bonus,25.75,6th Tooth of Cavadar,Premium
20208,2020,8,2k Bonus,15,Hitchhiking Ghost: Shog,Premium
20208,2020,8,3 Star,1,Lenses of the Owl,Bonus
20208,2020,8,8k Bonus,326,Orb of Dragonkind (Old),Premium
20208,2020,8,Alchemist's Ink,5,Alchemist's Ink,Trade 1
20208,2020,8,Alchemist's Parchment,4,Alchemist's Parchment,Trade 1
20208,2020,8,Aragonite,27.75,Aragonite,Trade 2
20208,2020,8,"1,000 GP Gold Bar",15,"1,000 GP Gold Bar",Trade 2
20208,2020,8,Darkwood Plank,1.5,Darkwood Plank,Trade 1
20208,2020,8,Dwarven Steel,3,Dwarven Steel,Trade 1
20208,2020,8,Elven Bismuth,14,Elven Bismuth,Trade 2
20208,2020,8,Enchanter's Munition,1.75,Enchanter's Munition,Trade 1
20208,2020,8,Guild Button,2.5,Adventurers' Guild Button,Bonus
20208,2020,8,Minotaur Hide,2.5,Minotaur Hide,Trade 1
20208,2020,8,Mystic Silk,1.5,Mystic Silk,Trade 1
20208,2020,8,Oil of Enchantment,14.5,Oil of Enchantment,Trade 2
20208,2020,8,Patron Pin,111,Patron Pin,Premium
20208,2020,8,PCH,2.25,Potion Condensed Healing,Bonus
20208,2020,8,Philosopher's Stone,1.75,Philosopher's Stone,Trade 1
20208,2020,8,PYP,110,Ultra Rare,Ultra Rare
20208,2020,8,Wish,200,Wish Ring,Premium
20209,2020,9,1k Bonus,30,6th Tooth of Cavadar,Premium
20209,2020,9,2k Bonus,11,Hitchhiking Ghost: Shog,Premium
20209,2020,9,3 Star,3,Lenses of the Owl,Bonus
20209,2020,9,8k Bonus,325,Orb of Dragonkind (Old),Premium
20209,2020,9,Alchemist's Ink,3.5,Alchemist's Ink,Trade 1
20209,2020,9,Alchemist's Parchment,5,Alchemist's Parchment,Trade 1
20209,2020,9,Aragonite,27,Aragonite,Trade 2
20209,2020,9,"1,000 GP Gold Bar",14,"1,000 GP Gold Bar",Trade 2
20209,2020,9,Darkwood Plank,1.25,Darkwood Plank,Trade 1
20209,2020,9,Dwarven Steel,3.25,Dwarven Steel,Trade 1
20209,2020,9,Elven Bismuth,13.5,Elven Bismuth,Trade 2
20209,2020,9,Enchanter's Munition,2.15,Enchanter's Munition,Trade 1
20209,2020,9,Guild Button,5,Adventurers' Guild Button,Bonus
20209,2020,9,Minotaur Hide,2.25,Minotaur Hide,Trade 1
20209,2020,9,Mystic Silk,1.76,Mystic Silk,Trade 1
20209,2020,9,Oil of Enchantment,15,Oil of Enchantment,Trade 2
20209,2020,9,PCH,2,Potion Condensed Healing,Bonus
20209,2020,9,Philosopher's Stone,1.5,Philosopher's Stone,Trade 1
20209,2020,9,PYP,115,Ultra Rare,Ultra Rare
20209,2020,9,Wish,210,Wish Ring,Premium
202010,2020,10,1k Bonus,26.5,6th Tooth of Cavadar,Premium
202010,2020,10,2k Bonus,35,Hitchhiking Ghost: Shog,Premium
202010,2020,10,3 Star,1,Lenses of the Owl,Bonus
202010,2020,10,Alchemist's Ink,3,Alchemist's Ink,Trade 1
202010,2020,10,Alchemist's Parchment,3,Alchemist's Parchment,Trade 1
202010,2020,10,Aragonite,22,Aragonite,Trade 2
202010,2020,10,"1,000 GP Gold Bar",13.5,"1,000 GP Gold Bar",Trade 2
202010,2020,10,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202010,2020,10,Dwarven Steel,3,Dwarven Steel,Trade 1
202010,2020,10,Elven Bismuth,10.5,Elven Bismuth,Trade 2
202010,2020,10,Enchanter's Munition,1.75,Enchanter's Munition,Trade 1
202010,2020,10,Minotaur Hide,1.75,Minotaur Hide,Trade 1
202010,2020,10,Mystic Silk,1,Mystic Silk,Trade 1
202010,2020,10,Oil of Enchantment,12.5,Oil of Enchantment,Trade 2
202010,2020,10,Patron Pin,10.25,Patron Pin,Premium
202010,2020,10,PCH,2.5,Potion Condensed Healing,Bonus
202010,2020,10,Philosopher's Stone,2.25,Philosopher's Stone,Trade 1
202010,2020,10,PYP,125,Ultra Rare,Ultra Rare
202010,2020,10,Wish,190,Wish Ring,Premium
202011,2020,11,1k Bonus,30,6th Tooth of Cavadar,Premium
202011,2020,11,8k Bonus,325,Orb of Dragonkind (Old),Premium
202011,2020,11,Alchemist's Ink,4.5,Alchemist's Ink,Trade 1
202011,2020,11,Alchemist's Parchment,4.75,Alchemist's Parchment,Trade 1
202011,2020,11,Aragonite,24,Aragonite,Trade 2
202011,2020,11,"1,000 GP Gold Bar",14,"1,000 GP Gold Bar",Trade 2
202011,2020,11,Dwarven Steel,3.5,Dwarven Steel,Trade 1
202011,2020,11,Elven Bismuth,12.5,Elven Bismuth,Trade 2
202011,2020,11,Enchanter's Munition,2.25,Enchanter's Munition,Trade 1
202011,2020,11,Minotaur Hide,3.5,Minotaur Hide,Trade 1
202011,2020,11,Mystic Silk,1.5,Mystic Silk,Trade 1
202011,2020,11,Oil of Enchantment,14,Oil of Enchantment,Trade 2
202011,2020,11,Patron Pin,26,Patron Pin,Premium
202011,2020,11,PYP,125,Ultra Rare,Ultra Rare
202011,2020,11,Wish,200,Wish Ring,Premium
202012,2020,12,1k Bonus,24,6th Tooth of Cavadar,Premium
202012,2020,12,2k Bonus,26,Hitchhiking Ghost: Shog,Premium
202012,2020,12,3 Star,1.25,Lenses of the Owl,Bonus
202012,2020,12,8k Bonus,506,Orb of Dragonkind (Old),Premium
202012,2020,12,Alchemist's Ink,4.5,Alchemist's Ink,Trade 1
202012,2020,12,Alchemist's Parchment,3.5,Alchemist's Parchment,Trade 1
202012,2020,12,Aragonite,21,Aragonite,Trade 2
202012,2020,12,"1,000 GP Gold Bar",14.25,"1,000 GP Gold Bar",Trade 2
202012,2020,12,Darkwood Plank,1.25,Darkwood Plank,Trade 1
202012,2020,12,Dwarven Steel,3.5,Dwarven Steel,Trade 1
202012,2020,12,Elven Bismuth,11,Elven Bismuth,Trade 2
202012,2020,12,Enchanter's Munition,2,Enchanter's Munition,Trade 1
202012,2020,12,Guild Button,1,Adventurers' Guild Button,Bonus
202012,2020,12,Minotaur Hide,1.75,Minotaur Hide,Trade 1
202012,2020,12,Mystic Silk,1.25,Mystic Silk,Trade 1
202012,2020,12,Oil of Enchantment,14,Oil of Enchantment,Trade 2
202012,2020,12,PCH,1.25,Potion Condensed Healing,Bonus
202012,2020,12,Philosopher's Stone,2.5,Philosopher's Stone,Trade 1
202012,2020,12,PYP,127,Ultra Rare,Ultra Rare
202012,2020,12,Wish,190,Wish Ring,Premium
202013,2020,13,1k Bonus,25,6th Tooth of Cavadar,Premium
202013,2020,13,2k Bonus,36,Hitchhiking Ghost: Shog,Premium
202013,2020,13,3 Star,1.25,Lenses of the Owl,Bonus
202013,2020,13,Alchemist's Ink,3.5,Alchemist's Ink,Trade 1
202013,2020,13,Alchemist's Parchment,3.25,Alchemist's Parchment,Trade 1
202013,2020,13,Aragonite,23,Aragonite,Trade 2
202013,2020,13,"1,000 GP Gold Bar",13,"1,000 GP Gold Bar",Trade 2
202013,2020,13,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202013,2020,13,Dwarven Steel,3.25,Dwarven Steel,Trade 1
202013,2020,13,Elven Bismuth,11,Elven Bismuth,Trade 2
202013,2020,13,Enchanter's Munition,1.5,Enchanter's Munition,Trade 1
202013,2020,13,Guild Button,0.25,Adventurers' Guild Button,Bonus
202013,2020,13,Minotaur Hide,2,Minotaur Hide,Trade 1
202013,2020,13,Mystic Silk,1.5,Mystic Silk,Trade 1
202013,2020,13,Oil of Enchantment,14.5,Oil of Enchantment,Trade 2
202013,2020,13,Patron Pin,3,Patron Pin,Premium
202013,2020,13,PCH,1.5,Potion Condensed Healing,Bonus
202013,2020,13,Philosopher's Stone,2.75,Philosopher's Stone,Trade 1
202013,2020,13,PYP,125,Ultra Rare,Ultra Rare
202013,2020,13,Wish,185,Wish Ring,Premium
202014,2020,14,1k Bonus,24,6th Tooth of Cavadar,Premium
202014,2020,14,2k Bonus,30,Hitchhiking Ghost: Shog,Premium
202014,2020,14,3 Star,2,Lenses of the Owl,Bonus
202014,2020,14,8k Bonus,200,Orb of Dragonkind (Old),Premium
202014,2020,14,Alchemist's Ink,5.25,Alchemist's Ink,Trade 1
202014,2020,14,Alchemist's Parchment,4,Alchemist's Parchment,Trade 1
202014,2020,14,Aragonite,22.25,Aragonite,Trade 2
202014,2020,14,"1,000 GP Gold Bar",14.25,"1,000 GP Gold Bar",Trade 2
202014,2020,14,Darkwood Plank,1.5,Darkwood Plank,Trade 1
202014,2020,14,Dwarven Steel,3.75,Dwarven Steel,Trade 1
202014,2020,14,Elven Bismuth,11.5,Elven Bismuth,Trade 2
